location_id,sensor_id,location_name,datetime_utc,datetime_local,parameter,parameter_display,units,value,coordinates_latitude,coordinates_longitude,country_code,country_name,is_mobile,is_monitor,date,hour_utc,day_of_week,month,has_coordinates
407,711,"Zoo Park, Hyderabad - TSPCB",2022-10-31 02:00:00+00:00,2022-10-31 07:30:00+05:30,unknown,unknown,unknown,14.1,17.349694,78.451437,unknown,unknown,,,2022-10-31,2,Monday,2022-10,True
407,712,"Zoo Park, Hyderabad - TSPCB",2022-10-31 02:00:00+00:00,2022-10-31 07:30:00+05:30,unknown,unknown,unknown,18.7,17.349694,78.451437,unknown,unknown,,,2022-10-31,2,Monday,2022-10,True
407,713,"Zoo Park, Hyderabad - TSPCB",2022-10-31 02:00:00+00:00,2022-10-31 07:30:00+05:30,unknown,unknown,unknown,0.0,17.349694,78.451437,unknown,unknown,,,2022-10-31,2,Monday,2022-10,True
407,714,"Zoo Park, Hyderabad - TSPCB",2022-10-31 02:00:00+00:00,2022-10-31 07:30:00+05:30,unknown,unknown,unknown,83.0,17.349694,78.451437,unknown,unknown,,,2022-10-31,2,Monday,2022-10,True
407,715,"Zoo Park, Hyderabad - TSPCB",2022-10-31 02:00:00+00:00,2022-10-31 07:30:00+05:30,unknown,unknown,unknown,126.0,17.349694,78.451437,unknown,unknown,,,2022-10-31,2,Monday,2022-10,True
407,12235578,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,0.54,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,12235579,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,1.6,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,12235580,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,7.0,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,12235581,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,26.9,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,12235582,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,123.0,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,12235583,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,53.0,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,12235584,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,44.0,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,12235585,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,1.8,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,12235586,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,19.6,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,14340861,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,0.0050999999999999,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,14340862,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,307.0,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
407,14340863,"Zoo Park, Hyderabad - TSPCB",2026-03-13 04:15:00+00:00,2026-03-13 09:45:00+05:30,unknown,unknown,unknown,0.8,17.349694,78.451437,unknown,unknown,,,2026-03-13,4,Friday,2026-03,True
412,1518,"Peenya, Bengaluru - KSPCB",2018-02-22 02:45:00+00:00,2018-02-22 08:15:00+05:30,unknown,unknown,unknown,25.02,13.0339,77.51321111,unknown,unknown,,,2018-02-22,2,Thursday,2018-02,True
412,13852,"Peenya, Bengaluru - KSPCB",2018-02-22 02:45:00+00:00,2018-02-22 08:15:00+05:30,unknown,unknown,unknown,43.79,13.0339,77.51321111,unknown,unknown,,,2018-02-22,2,Thursday,2018-02,True
412,13853,"Peenya, Bengaluru - KSPCB",2018-02-22 02:45:00+00:00,2018-02-22 08:15:00+05:30,unknown,unknown,unknown,3.83,13.0339,77.51321111,unknown,unknown,,,2018-02-22,2,Thursday,2018-02,True
431,747,"IHBAS, Delhi - CPCB",2018-02-22 02:45:00+00:00,2018-02-22 08:15:00+05:30,unknown,unknown,unknown,121.43,28.6821,77.305,unknown,unknown,,,2018-02-22,2,Thursday,2018-02,True
431,13867,"IHBAS, Delhi - CPCB",2018-02-22 02:45:00+00:00,2018-02-22 08:15:00+05:30,unknown,unknown,unknown,6.42,28.6821,77.305,unknown,unknown,,,2018-02-22,2,Thursday,2018-02,True
431,13868,"IHBAS, Delhi - CPCB",2018-02-22 02:45:00+00:00,2018-02-22 08:15:00+05:30,unknown,unknown,unknown,11.9,28.6821,77.305,unknown,unknown,,,2018-02-22,2,Thursday,2018-02,True
