location_id,sensor_id,location_name,datetime_utc,datetime_local,parameter,parameter_display,units,value,coordinates_latitude,coordinates_longitude,country_code,country_name,is_mobile,is_monitor,date,hour_utc,day_of_week,month,has_coordinates
594,1427,"BTM Layout, Bengaluru - KSPCB",2018-02-22 03:00:00+00:00,2018-02-22 08:30:00+05:30,unknown,unknown,unknown,131.87,12.912811110000002,77.60921944,unknown,unknown,,,2018-02-22,3,Thursday,2018-02,True
594,4886,"BTM Layout, Bengaluru - KSPCB",2018-02-22 03:00:00+00:00,2018-02-22 08:30:00+05:30,unknown,unknown,unknown,15.57,12.912811110000002,77.60921944,unknown,unknown,,,2018-02-22,3,Thursday,2018-02,True
594,13836,"BTM Layout, Bengaluru - KSPCB",2018-02-22 03:00:00+00:00,2018-02-22 08:30:00+05:30,unknown,unknown,unknown,45.62,12.912811110000002,77.60921944,unknown,unknown,,,2018-02-22,3,Thursday,2018-02,True
594,13837,"BTM Layout, Bengaluru - KSPCB",2018-02-22 03:00:00+00:00,2018-02-22 08:30:00+05:30,unknown,unknown,unknown,4.49,12.912811110000002,77.60921944,unknown,unknown,,,2018-02-22,3,Thursday,2018-02,True
697,1205,"Haldia, Haldia - WBPCB",2022-10-31 02:00:00+00:00,2022-10-31 07:30:00+05:30,unknown,unknown,unknown,16.52,22.06047,88.109737,unknown,unknown,,,2022-10-31,2,Monday,2022-10,True
697,1206,"Haldia, Haldia - WBPCB",2022-10-31 02:00:00+00:00,2022-10-31 07:30:00+05:30,unknown,unknown,unknown,14.96,22.06047,88.109737,unknown,unknown,,,2022-10-31,2,Monday,2022-10,True
697,1208,"Haldia, Haldia - WBPCB",2022-10-31 02:00:00+00:00,2022-10-31 07:30:00+05:30,unknown,unknown,unknown,14.9,22.06047,88.109737,unknown,unknown,,,2022-10-31,2,Monday,2022-10,True
697,1209,"Haldia, Haldia - WBPCB",2022-10-31 02:00:00+00:00,2022-10-31 07:30:00+05:30,unknown,unknown,unknown,85.33,22.06047,88.109737,unknown,unknown,,,2022-10-31,2,Monday,2022-10,True
697,234638,"Haldia, Haldia - WBPCB",2022-10-31 02:00:00+00:00,2022-10-31 07:30:00+05:30,unknown,unknown,unknown,24.39,22.06047,88.109737,unknown,unknown,,,2022-10-31,2,Monday,2022-10,True
703,1220,Collectorate Jodhpur - RSPCB,2018-02-22 03:45:00+00:00,2018-02-22 09:15:00+05:30,unknown,unknown,unknown,70.0,26.2920639,73.0379111111111,unknown,unknown,,,2018-02-22,3,Thursday,2018-02,True
703,1222,Collectorate Jodhpur - RSPCB,2018-02-22 03:45:00+00:00,2018-02-22 09:15:00+05:30,unknown,unknown,unknown,4.81,26.2920639,73.0379111111111,unknown,unknown,,,2018-02-22,3,Thursday,2018-02,True
703,1223,Collectorate Jodhpur - RSPCB,2016-06-24 10:45:00+00:00,2016-06-24 16:15:00+05:30,unknown,unknown,unknown,5.63,26.2920639,73.0379111111111,unknown,unknown,,,2016-06-24,10,Friday,2016-06,True
703,1224,Collectorate Jodhpur - RSPCB,2018-02-22 03:45:00+00:00,2018-02-22 09:15:00+05:30,unknown,unknown,unknown,146.3,26.2920639,73.0379111111111,unknown,unknown,,,2018-02-22,3,Thursday,2018-02,True
703,1225,Collectorate Jodhpur - RSPCB,2018-02-22 03:45:00+00:00,2018-02-22 09:15:00+05:30,unknown,unknown,unknown,353.0,26.2920639,73.0379111111111,unknown,unknown,,,2018-02-22,3,Thursday,2018-02,True
703,1226,Collectorate Jodhpur - RSPCB,2018-02-22 03:45:00+00:00,2018-02-22 09:15:00+05:30,unknown,unknown,unknown,68.44,26.2920639,73.0379111111111,unknown,unknown,,,2018-02-22,3,Thursday,2018-02,True
